EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary $,Monthly Salary $,Bonus %,Bonus Awarded,Bonus Amount $,Total Salary $,Country,City
E04625,ADAM DANG,DIRECTOR,SALES,RESEARCH & DEVELOPMENT,MALE,ASIAN,45,09/07/2002,166331,13860.916666666666,18,Y,29939.579999999998,196270.58,CHINA,CHONGQING
E00530,NAOMI CHU,SR. MANAGER,SALES,MANUFACTURING,FEMALE,ASIAN,46,29/02/2004,158897,13241.416666666666,10,Y,15889.7,174786.7,CHINA,CHONGQING
E02071,MATEO HER,VICE PRESIDENT,SALES,SPECIALITY PRODUCTS,MALE,ASIAN,44,02/03/2014,207172,17264.333333333332,31,Y,64223.31999999999,271395.32,CHINA,CHONGQING
E02652,NATHAN SUN,MANAGER,ACCOUNTING,SPECIALITY PRODUCTS,MALE,ASIAN,63,29/07/2015,103724,8643.666666666666,5,Y,5186.2,108910.2,CHINA,SHANGHAI
E04403,DOMINIC HU,MANAGER,ACCOUNTING,SPECIALITY PRODUCTS,MALE,ASIAN,34,13/02/2012,118708,9892.333333333334,7,Y,8309.56,127017.56,CHINA,SHANGHAI
E00508,THOMAS JUNG,SR. ANALYST,ACCOUNTING,RESEARCH & DEVELOPMENT,MALE,ASIAN,50,23/10/2009,79447,6620.583333333333,0,N,0.0,79447.0,CHINA,SHANGHAI
E04890,ELEANOR CHAN,SR. MANAGER,ACCOUNTING,MANUFACTURING,FEMALE,ASIAN,49,02/04/2001,129124,10760.333333333334,12,Y,15494.880000000001,144618.88,CHINA,SHANGHAI
E01242,EMERY DOAN,CONTROLS ENGINEER,ENGINEERING,CORPORATE,FEMALE,ASIAN,25,23/06/2021,86464,7205.333333333333,0,N,0.0,86464.0,CHINA,SHANGHAI
E03457,IVY DESAI,CONTROLS ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,59,09/04/2001,119699,9974.916666666666,0,N,0.0,119699.0,CHINA,SHANGHAI
E00769,JOSE KANG,ENGINEERING MANAGER,ENGINEERING,CORPORATE,MALE,ASIAN,57,25/04/1999,95061,7921.75,10,Y,9506.1,104567.1,CHINA,SHANGHAI
E02838,JULIA PHAM,ENGINEERING MANAGER,ENGINEERING,SPECIALITY PRODUCTS,FEMALE,ASIAN,65,16/03/2006,83756,6979.666666666667,14,Y,11725.84,95481.84,CHINA,SHANGHAI
E01377,GRAYSON LUU,QUALITY ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,MALE,ASIAN,55,30/04/2011,89419,7451.583333333333,0,N,0.0,89419.0,CHINA,SHANGHAI
E03849,HARPER CHIN,QUALITY ENGINEER,ENGINEERING,MANUFACTURING,FEMALE,ASIAN,50,09/07/2002,92209,7684.083333333333,0,N,0.0,92209.0,CHINA,SHANGHAI
E03465,HARPER PHAN,ANALYST II,FINANCE,MANUFACTURING,FEMALE,ASIAN,45,07/12/2016,71454,5954.5,0,N,0.0,71454.0,CHINA,SHANGHAI
E02033,GRACE SUN,DIRECTOR,FINANCE,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,25,17/04/2021,186870,15572.5,20,Y,37374.0,224244.0,CHINA,SHANGHAI
E00206,THEODORE XI,MANAGER,FINANCE,CORPORATE,MALE,ASIAN,52,05/10/2009,122890,10240.833333333334,7,Y,8602.300000000001,131492.3,CHINA,SHANGHAI
E00342,WESLEY DOAN,MANAGER,FINANCE,CORPORATE,MALE,ASIAN,63,19/04/2004,122487,10207.25,8,Y,9798.96,132285.96,CHINA,SHANGHAI
E04239,EVERLEIGH NG,SR. MANAGER,FINANCE,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,51,10/06/2021,146742,12228.5,10,Y,14674.2,161416.2,CHINA,SHANGHAI
E01095,ISLA LAI,VICE PRESIDENT,FINANCE,CORPORATE,FEMALE,ASIAN,37,06/12/2011,225558,18796.5,33,Y,74434.14,299992.14,CHINA,SHANGHAI
E02980,HAILEY SHIN,DIRECTOR,HUMAN RESOURCES,CORPORATE,FEMALE,ASIAN,57,24/10/2016,176324,14693.666666666666,23,Y,40554.52,216878.52,CHINA,SHANGHAI
E01268,CHARLOTTE WU,SR. BUSINESS PARTNER,HUMAN RESOURCES,MANUFACTURING,FEMALE,ASIAN,63,02/05/2007,72805,6067.083333333333,0,N,0.0,72805.0,CHINA,SHANGHAI
E00089,SOFIA YOON,SR. MANAGER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,37,17/01/2011,131353,10946.083333333334,11,Y,14448.83,145801.83,CHINA,SHANGHAI
E03332,RUBY SUN,CLOUD INFRASTRUCTURE ARCHITECT,IT,MANUFACTURING,FEMALE,ASIAN,50,06/09/2021,83418,6951.5,0,N,0.0,83418.0,CHINA,SHANGHAI
E00443,NOLAN BUI,COMPUTER SYSTEMS MANAGER,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,28,26/05/2020,67925,5660.416666666667,8,Y,5434.0,73359.0,CHINA,SHANGHAI
E00965,JACOB KHAN,COMPUTER SYSTEMS MANAGER,IT,SPECIALITY PRODUCTS,MALE,ASIAN,53,09/02/2008,84193,7016.083333333333,9,Y,7577.37,91770.37,CHINA,SHANGHAI
E04114,CHRISTOPHER LIM,DIRECTOR,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,55,13/03/2007,184648,15387.333333333334,24,Y,44315.520000000004,228963.52000000002,CHINA,SHANGHAI
E04041,CLARA HUYNH,IT COORDINATOR,IT,SPECIALITY PRODUCTS,FEMALE,ASIAN,39,18/11/2020,48415,4034.5833333333335,0,N,0.0,48415.0,CHINA,SHANGHAI
E01037,JEREMIAH CHU,IT SYSTEMS ARCHITECT,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,31,12/09/2020,96567,8047.25,0,N,0.0,96567.0,CHINA,SHANGHAI
E01986,WESLEY SHARMA,MANAGER,IT,CORPORATE,MALE,ASIAN,51,23/02/1994,122802,10233.5,5,Y,6140.1,128942.1,CHINA,SHANGHAI
E00632,ANGEL CHANG,NETWORK ARCHITECT,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,37,06/07/2017,96331,8027.583333333333,0,N,0.0,96331.0,CHINA,SHANGHAI
E02313,JEREMIAH LU,NETWORK ARCHITECT,IT,MANUFACTURING,MALE,ASIAN,50,06/03/2001,73907,6158.916666666667,0,N,0.0,73907.0,CHINA,SHANGHAI
E01125,JOSHUA YANG,NETWORK ENGINEER,IT,MANUFACTURING,MALE,ASIAN,34,10/11/2018,61944,5162.0,0,N,0.0,61944.0,CHINA,SHANGHAI
E03854,CAMILA LI,SR. MANAGER,IT,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,60,24/07/2010,126911,10575.916666666666,10,Y,12691.099999999999,139602.1,CHINA,SHANGHAI
E03058,ANGEL XIONG,VICE PRESIDENT,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,35,11/06/2015,234723,19560.25,36,Y,84500.28,319223.28,CHINA,SHANGHAI
E02938,JOHN TRINH,DIRECTOR,MARKETING,CORPORATE,MALE,ASIAN,49,26/06/2014,153961,12830.083333333334,25,Y,38490.25,192451.25,CHINA,SHANGHAI
E00365,JONATHAN PATEL,MANAGER,MARKETING,CORPORATE,MALE,ASIAN,28,02/02/2020,115417,9618.083333333334,6,Y,6925.02,122342.02,CHINA,SHANGHAI
E02846,JULIA MAI,MANAGER,MARKETING,MANUFACTURING,FEMALE,ASIAN,50,11/03/2012,108134,9011.166666666666,10,Y,10813.4,118947.4,CHINA,SHANGHAI
E03059,HAILEY DANG,MANAGER,MARKETING,MANUFACTURING,FEMALE,ASIAN,64,21/09/2019,108780,9065.0,6,Y,6526.799999999999,115306.8,CHINA,SHANGHAI
E03277,CAROLINE HU,SR. MANAGER,MARKETING,SPECIALITY PRODUCTS,FEMALE,ASIAN,31,18/08/2019,126353,10529.416666666666,12,Y,15162.36,141515.36,CHINA,SHANGHAI
E03778,LUKE VU,SR. MANAGER,MARKETING,SPECIALITY PRODUCTS,MALE,ASIAN,52,04/06/2018,154884,12907.0,10,Y,15488.4,170372.4,CHINA,SHANGHAI
E00325,JAMESON CHEN,VICE PRESIDENT,MARKETING,RESEARCH & DEVELOPMENT,MALE,ASIAN,39,05/12/2019,254057,21171.416666666668,39,Y,99082.23000000001,353139.23,CHINA,SHANGHAI
E00758,JONATHAN KHAN,ACCOUNT REPRESENTATIVE,SALES,MANUFACTURING,MALE,ASIAN,35,30/08/2013,59646,4970.5,0,N,0.0,59646.0,CHINA,SHANGHAI
E04600,WILLIAM VU,ACCOUNT REPRESENTATIVE,SALES,SPECIALITY PRODUCTS,MALE,ASIAN,37,14/11/2013,56037,4669.75,0,N,0.0,56037.0,CHINA,SHANGHAI
E01002,ELIAS ALI,MANAGER,SALES,CORPORATE,MALE,ASIAN,28,19/03/2021,127543,10628.583333333334,6,Y,7652.58,135195.58,CHINA,SHANGHAI
E01733,ELOISE PHAM,MANAGER,SALES,SPECIALITY PRODUCTS,FEMALE,ASIAN,45,20/10/2011,123640,10303.333333333334,7,Y,8654.800000000001,132294.8,CHINA,SHANGHAI
E03047,GABRIELLA GUPTA,SR. ACCOUNT REPRESENTATIVE,SALES,CORPORATE,FEMALE,ASIAN,41,15/02/2005,95372,7947.666666666667,0,N,0.0,95372.0,CHINA,SHANGHAI
E04853,VIVIAN CHU,SR. ACCOUNT REPRESENTATIVE,SALES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,46,17/01/2021,72131,6010.916666666667,0,N,0.0,72131.0,CHINA,SHANGHAI
E02613,JOHN JUNG,SR. ANALYST,SALES,SPECIALITY PRODUCTS,MALE,ASIAN,63,12/03/2018,73200,6100.0,0,N,0.0,73200.0,CHINA,SHANGHAI
E01116,JAXON TRAN,SR. MANAGER,SALES,MANUFACTURING,MALE,ASIAN,45,07/09/2007,151027,12585.583333333334,10,Y,15102.7,166129.7,CHINA,SHANGHAI
E00752,LUNA LIU,VICE PRESIDENT,SALES,MANUFACTURING,FEMALE,ASIAN,36,22/02/2014,218530,18210.833333333332,30,Y,65559.0,284089.0,CHINA,SHANGHAI
E04729,EZEKIEL FONG,VICE PRESIDENT,SALES,RESEARCH & DEVELOPMENT,MALE,ASIAN,56,25/02/2004,216949,18079.083333333332,32,Y,69423.68,286372.68,CHINA,SHANGHAI
E02307,SKYLAR EVANS,DIRECTOR,ACCOUNTING,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,42,04/06/2009,174099,14508.25,26,Y,45265.74,219364.74,UNITED STATES,AUSTIN
E03113,WILLOW CHEN,MANAGER,ACCOUNTING,CORPORATE,FEMALE,ASIAN,50,03/09/2012,102033,8502.75,8,Y,8162.64,110195.64,UNITED STATES,AUSTIN
E04533,EASTON BAILEY,MANAGER,ACCOUNTING,MANUFACTURING,MALE,CAUCASIAN,29,25/01/2019,113527,9460.583333333334,6,Y,6811.62,120338.62,UNITED STATES,AUSTIN
E00085,ISLA WONG,VICE PRESIDENT,ACCOUNTING,CORPORATE,FEMALE,ASIAN,56,16/03/2014,190815,15901.25,40,Y,76326.0,267141.0,UNITED STATES,AUSTIN
E02202,EMILIA BAILEY,VICE PRESIDENT,ACCOUNTING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,41,09/08/2012,245360,20446.666666666668,37,Y,90783.2,336143.2,UNITED STATES,AUSTIN
E04249,HADLEY DANG,VICE PRESIDENT,ACCOUNTING,CORPORATE,FEMALE,ASIAN,47,26/12/2021,243568,20297.333333333332,33,Y,80377.43999999999,323945.44,UNITED STATES,AUSTIN
E04766,LYLA YOON,VICE PRESIDENT,ACCOUNTING,MANUFACTURING,FEMALE,ASIAN,38,13/12/2012,191571,15964.25,32,Y,61302.72,252873.72,UNITED STATES,AUSTIN
E01286,MATEO MENDEZ,DEVELOPMENT ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,MALE,LATINO,47,14/07/1998,99091,8257.583333333334,0,N,0.0,99091.0,UNITED STATES,AUSTIN
E02031,MELODY COOPER,DEVELOPMENT ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,44,04/09/2009,89695,7474.583333333333,0,N,0.0,89695.0,UNITED STATES,AUSTIN
E03875,AURORA SIMMONS,DEVELOPMENT ENGINEER,ENGINEERING,CORPORATE,FEMALE,CAUCASIAN,51,22/12/1995,96475,8039.583333333333,0,N,0.0,96475.0,UNITED STATES,AUSTIN
E01787,LILLIAN ROMERO,DIRECTOR,ENGINEERING,CORPORATE,FEMALE,LATINO,27,07/12/2018,170164,14180.333333333334,17,Y,28927.88,199091.88,UNITED STATES,AUSTIN
E02942,DANIEL RICHARDSON,DIRECTOR,ENGINEERING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,30,20/05/2018,184368,15364.0,29,Y,53466.72,237834.72,UNITED STATES,AUSTIN
E04571,HADLEY CONTRERAS,DIRECTOR,ENGINEERING,CORPORATE,FEMALE,LATINO,60,04/01/2017,178502,14875.166666666666,20,Y,35700.4,214202.4,UNITED STATES,AUSTIN
E00952,JAXON POWELL,FIELD ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,59,29/03/1996,62605,5217.083333333333,0,N,0.0,62605.0,UNITED STATES,AUSTIN
E01388,IVY SOTO,FIELD ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,LATINO,50,23/10/1997,91763,7646.916666666667,0,N,0.0,91763.0,UNITED STATES,AUSTIN
E00863,LINCOLN RAMOS,OPERATIONS ENGINEER,ENGINEERING,CORPORATE,MALE,LATINO,59,10/09/2008,96313,8026.083333333333,0,N,0.0,96313.0,UNITED STATES,AUSTIN
E03615,DANIEL DIXON,OPERATIONS ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,51,09/10/1999,95639,7969.916666666667,0,N,0.0,95639.0,UNITED STATES,AUSTIN
E04265,NATALIA DIAZ,OPERATIONS ENGINEER,ENGINEERING,CORPORATE,FEMALE,LATINO,62,12/10/2006,79785,6648.75,0,N,0.0,79785.0,UNITED STATES,AUSTIN
E00386,PARKER JAMES,QUALITY ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,MALE,BLACK,45,05/02/2005,70505,5875.416666666667,0,N,0.0,70505.0,UNITED STATES,AUSTIN
E00245,BENJAMIN DELGADO,TEST ENGINEER,ENGINEERING,CORPORATE,MALE,LATINO,64,28/09/1992,70778,5898.166666666667,0,N,0.0,70778.0,UNITED STATES,AUSTIN
E01832,EZRA SINGH,ANALYST,FINANCE,MANUFACTURING,MALE,ASIAN,56,10/05/2006,41561,3463.4166666666665,0,N,0.0,41561.0,UNITED STATES,AUSTIN
E04601,ALLISON AYALA,ANALYST,FINANCE,CORPORATE,FEMALE,LATINO,36,30/06/2009,43363,3613.5833333333335,0,N,0.0,43363.0,UNITED STATES,AUSTIN
E00091,EMILIA CHU,ANALYST II,FINANCE,MANUFACTURING,FEMALE,ASIAN,48,24/06/2003,55760,4646.666666666667,0,N,0.0,55760.0,UNITED STATES,AUSTIN
E01350,NATALIE CARTER,DIRECTOR,FINANCE,CORPORATE,FEMALE,CAUCASIAN,64,21/12/2012,153253,12771.083333333334,24,Y,36780.72,190033.72,UNITED STATES,AUSTIN
E02375,LINCOLN HUYNH,SR. MANAGER,FINANCE,MANUFACTURING,MALE,ASIAN,63,08/02/2002,128703,10725.25,13,Y,16731.39,145434.39,UNITED STATES,AUSTIN
E02604,BROOKLYN COLLINS,SR. MANAGER,FINANCE,CORPORATE,FEMALE,BLACK,59,27/10/2018,139208,11600.666666666666,11,Y,15312.88,154520.88,UNITED STATES,AUSTIN
E04749,CAROLINE PHAN,SR. MANAGER,FINANCE,CORPORATE,FEMALE,ASIAN,41,14/03/2004,155004,12917.0,12,Y,18600.48,173604.48,UNITED STATES,AUSTIN
E03055,AUSTIN ROJAS,VICE PRESIDENT,FINANCE,CORPORATE,MALE,LATINO,29,05/12/2018,199504,16625.333333333332,30,Y,59851.2,259355.2,UNITED STATES,AUSTIN
E03907,CAMILA WATSON,VICE PRESIDENT,FINANCE,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,32,02/01/2018,190253,15854.416666666666,33,Y,62783.49,253036.49,UNITED STATES,AUSTIN
E00403,LILIANA SOTO,BUSINESS PARTNER,HUMAN RESOURCES,MANUFACTURING,FEMALE,LATINO,58,12/10/2010,43001,3583.4166666666665,0,N,0.0,43001.0,UNITED STATES,AUSTIN
E00128,EVERLEIGH ESPINOZA,DIRECTOR,HUMAN RESOURCES,MANUFACTURING,FEMALE,LATINO,54,22/01/2018,176294,14691.166666666666,28,Y,49362.32,225656.32,UNITED STATES,AUSTIN
E00503,LEAH PATTERSON,MANAGER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,33,11/06/2012,118253,9854.416666666666,8,Y,9460.24,127713.24,UNITED STATES,AUSTIN
E00530,ELI JONES,MANAGER,HUMAN RESOURCES,MANUFACTURING,MALE,CAUCASIAN,59,14/03/1999,105086,8757.166666666666,9,Y,9457.74,114543.74,UNITED STATES,AUSTIN
E04348,NATALIA OWENS,MANAGER,HUMAN RESOURCES,MANUFACTURING,FEMALE,CAUCASIAN,31,18/01/2021,104162,8680.166666666666,7,Y,7291.339999999999,111453.34,UNITED STATES,AUSTIN
E00880,GRACE CARTER,SR. MANAGER,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,BLACK,25,17/03/2021,155080,12923.333333333334,10,Y,15508.0,170588.0,UNITED STATES,AUSTIN
E01076,SOFIA VU,SR. MANAGER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,52,05/09/2017,140042,11670.166666666666,13,Y,18205.46,158247.46,UNITED STATES,AUSTIN
E01232,SAMANTHA FOSTER,VICE PRESIDENT,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,BLACK,34,27/07/2019,220937,18411.416666666668,38,Y,83956.06,304893.06,UNITED STATES,AUSTIN
E03506,JAXSON MAI,VICE PRESIDENT,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,MALE,ASIAN,48,08/03/2014,197367,16447.25,39,Y,76973.13,274340.13,UNITED STATES,AUSTIN
E02135,JOHN DELGADO,CLOUD INFRASTRUCTURE ARCHITECT,IT,CORPORATE,MALE,LATINO,30,11/02/2017,92058,7671.5,0,N,0.0,92058.0,UNITED STATES,AUSTIN
E04756,AIDEN LE,CLOUD INFRASTRUCTURE ARCHITECT,IT,CORPORATE,MALE,ASIAN,55,24/12/1994,99774,8314.5,0,N,0.0,99774.0,UNITED STATES,AUSTIN
E01524,IAN MILLER,COMPUTER SYSTEMS MANAGER,IT,CORPORATE,MALE,BLACK,31,13/10/2016,63744,5312.0,8,Y,5099.52,68843.52,UNITED STATES,AUSTIN
E02185,WYATT ROJAS,COMPUTER SYSTEMS MANAGER,IT,CORPORATE,MALE,LATINO,32,20/03/2013,79921,6660.083333333333,5,Y,3996.05,83917.05,UNITED STATES,AUSTIN
E03292,CORA EVANS,COMPUTER SYSTEMS MANAGER,IT,SPECIALITY PRODUCTS,FEMALE,BLACK,45,26/03/2018,86478,7206.5,6,Y,5188.68,91666.68,UNITED STATES,AUSTIN
E00306,MATEO WILLIAMS,ENTERPRISE ARCHITECT,IT,MANUFACTURING,MALE,CAUCASIAN,40,22/01/2011,97339,8111.583333333333,0,N,0.0,97339.0,UNITED STATES,AUSTIN
E02074,NORA BROWN,ENTERPRISE ARCHITECT,IT,MANUFACTURING,FEMALE,CAUCASIAN,32,11/02/2014,99575,8297.916666666666,0,N,0.0,99575.0,UNITED STATES,AUSTIN
E02258,ELIZA CHEN,ENTERPRISE ARCHITECT,IT,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,36,29/04/2016,75862,6321.833333333333,0,N,0.0,75862.0,UNITED STATES,AUSTIN
E03626,NICHOLAS AVILA,ENTERPRISE ARCHITECT,IT,RESEARCH & DEVELOPMENT,MALE,LATINO,28,28/09/2017,97336,8111.333333333333,0,N,0.0,97336.0,UNITED STATES,AUSTIN
E04109,LEAH BRYANT,IT COORDINATOR,IT,MANUFACTURING,FEMALE,CAUCASIAN,55,30/04/2004,40124,3343.6666666666665,0,N,0.0,40124.0,UNITED STATES,AUSTIN
E00099,BROOKLYN SALAZAR,IT SYSTEMS ARCHITECT,IT,MANUFACTURING,FEMALE,LATINO,44,01/03/2011,82462,6871.833333333333,0,N,0.0,82462.0,UNITED STATES,AUSTIN
E03149,LAYLA COLLINS,IT SYSTEMS ARCHITECT,IT,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,26,11/03/2021,74170,6180.833333333333,0,N,0.0,74170.0,UNITED STATES,AUSTIN
E00535,NATHAN MENDEZ,MANAGER,IT,SPECIALITY PRODUCTS,MALE,LATINO,53,31/10/2006,120128,10010.666666666666,10,Y,12012.8,132140.8,UNITED STATES,AUSTIN
E03616,JOSIAH LEWIS,MANAGER,IT,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,46,11/08/2021,127559,10629.916666666666,10,Y,12755.9,140314.9,UNITED STATES,AUSTIN
E04380,NAOMI WASHINGTON,MANAGER,IT,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,51,13/03/2020,107195,8932.916666666666,9,Y,9647.550000000001,116842.55,UNITED STATES,AUSTIN
E04378,EZRA SIMMONS,NETWORK ADMINISTRATOR,IT,MANUFACTURING,MALE,BLACK,31,07/05/2016,71192,5932.666666666667,0,N,0.0,71192.0,UNITED STATES,AUSTIN
E04466,CONNOR BELL,NETWORK ADMINISTRATOR,IT,CORPORATE,MALE,BLACK,54,01/04/2000,76352,6362.666666666667,0,N,0.0,76352.0,UNITED STATES,AUSTIN
E01281,ISAAC MITCHELL,NETWORK ARCHITECT,IT,SPECIALITY PRODUCTS,MALE,BLACK,46,10/06/2005,67374,5614.5,0,N,0.0,67374.0,UNITED STATES,AUSTIN
E02217,WILLIAM PHILLIPS,NETWORK ARCHITECT,IT,CORPORATE,MALE,BLACK,61,27/01/2004,88478,7373.166666666667,0,N,0.0,88478.0,UNITED STATES,AUSTIN
E03278,NEVAEH JAMES,SOLUTIONS ARCHITECT,IT,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,45,03/11/2017,66660,5555.0,0,N,0.0,66660.0,UNITED STATES,AUSTIN
E01642,MIA LAM,SR. MANAGER,IT,MANUFACTURING,FEMALE,ASIAN,49,18/04/2006,134486,11207.166666666666,14,Y,18828.039999999997,153314.04,UNITED STATES,AUSTIN
E03248,LYLA STEWART,SR. MANAGER,IT,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,43,27/03/2015,120321,10026.75,12,Y,14438.52,134759.52,UNITED STATES,AUSTIN
E04089,SEBASTIAN FONG,SR. MANAGER,IT,MANUFACTURING,MALE,ASIAN,46,16/12/2017,136716,11393.0,12,Y,16405.920000000002,153121.92,UNITED STATES,AUSTIN
E02012,ANNA HAN,SYSTEM ADMINISTRATOR,IT,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,65,08/05/2003,96548,8045.666666666667,0,N,0.0,96548.0,UNITED STATES,AUSTIN
E02903,ROBERT VAZQUEZ,SYSTEM ADMINISTRATOR,IT,CORPORATE,MALE,LATINO,40,26/09/2021,87770,7314.166666666667,0,N,0.0,87770.0,UNITED STATES,AUSTIN
E02798,CHARLES HENDERSON,SYSTEMS ANALYST,IT,SPECIALITY PRODUCTS,MALE,CAUCASIAN,48,11/02/2002,43080,3590.0,0,N,0.0,43080.0,UNITED STATES,AUSTIN
E03935,CORA JIANG,VICE PRESIDENT,IT,CORPORATE,FEMALE,ASIAN,53,30/04/2008,182202,15183.5,30,Y,54660.6,236862.6,UNITED STATES,AUSTIN
E04170,GRAYSON CHIN,VICE PRESIDENT,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,26,09/05/2020,256561,21380.083333333332,39,Y,100058.79000000001,356619.79000000004,UNITED STATES,AUSTIN
E03988,DOMINIC THOMAS,ANALYST II,MARKETING,MANUFACTURING,MALE,CAUCASIAN,48,28/09/2005,74655,6221.25,0,N,0.0,74655.0,UNITED STATES,AUSTIN
E04018,EMERY FORD,ANALYST II,MARKETING,CORPORATE,FEMALE,CAUCASIAN,39,18/04/2017,58745,4895.416666666667,0,N,0.0,58745.0,UNITED STATES,AUSTIN
E03749,KENNEDY FOSTER,MANAGER,MARKETING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,53,23/11/2013,113135,9427.916666666666,5,Y,5656.75,118791.75,UNITED STATES,AUSTIN
E00170,HANNAH NELSON,SR. ANALYST,MARKETING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,35,07/09/2019,70992,5916.0,0,N,0.0,70992.0,UNITED STATES,AUSTIN
E04598,VIOLET GARCIA,SR. ANALYST,MARKETING,SPECIALITY PRODUCTS,FEMALE,LATINO,35,10/01/2017,80622,6718.5,0,N,0.0,80622.0,UNITED STATES,AUSTIN
E01584,HENRY ZHU,VICE PRESIDENT,MARKETING,SPECIALITY PRODUCTS,MALE,ASIAN,38,25/08/2021,255230,21269.166666666668,36,Y,91882.8,347112.8,UNITED STATES,AUSTIN
E03774,HANNAH MEJIA,VICE PRESIDENT,MARKETING,CORPORATE,FEMALE,LATINO,47,13/03/1999,239394,19949.5,32,Y,76606.08,316000.08,UNITED STATES,AUSTIN
E01985,ELIANA TURNER,ACCOUNT REPRESENTATIVE,SALES,RESEARCH & DEVELOPMENT,FEMALE,BLACK,65,29/09/2000,67837,5653.083333333333,0,N,0.0,67837.0,UNITED STATES,AUSTIN
E04562,XAVIER ZHENG,ACCOUNT REPRESENTATIVE,SALES,MANUFACTURING,MALE,ASIAN,31,22/07/2017,55854,4654.5,0,N,0.0,55854.0,UNITED STATES,AUSTIN
E00994,CHARLOTTE BAKER,ANALYST II,SALES,MANUFACTURING,FEMALE,CAUCASIAN,29,17/11/2016,60930,5077.5,0,N,0.0,60930.0,UNITED STATES,AUSTIN
E03578,MAVERICK LI,ANALYST II,SALES,RESEARCH & DEVELOPMENT,MALE,ASIAN,34,10/03/2018,58993,4916.083333333333,0,N,0.0,58993.0,UNITED STATES,AUSTIN
E01238,ELOISE GRIFFIN,DIRECTOR,SALES,MANUFACTURING,FEMALE,CAUCASIAN,55,29/10/1995,153271,12772.583333333334,15,Y,22990.65,176261.65,UNITED STATES,AUSTIN
E02848,EMMA BROOKS,SR. ACCOUNT REPRESENTATIVE,SALES,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,30,18/12/2016,89458,7454.833333333333,0,N,0.0,89458.0,UNITED STATES,AUSTIN
E00273,DAVID OWENS,SR. ANALYST,SALES,CORPORATE,MALE,BLACK,43,16/04/2004,94246,7853.833333333333,0,N,0.0,94246.0,UNITED STATES,AUSTIN
E00446,HUDSON HILL,SR. ANALYST,SALES,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,30,04/11/2019,96092,8007.666666666667,0,N,0.0,96092.0,UNITED STATES,AUSTIN
E01150,ALLISON LEUNG,SR. ANALYST,SALES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,62,18/05/2020,97830,8152.5,0,N,0.0,97830.0,UNITED STATES,AUSTIN
E02059,ROMAN MUNOZ,SR. MANAGER,SALES,SPECIALITY PRODUCTS,MALE,LATINO,54,20/10/2011,122644,10220.333333333334,12,Y,14717.28,137361.28,UNITED STATES,AUSTIN
E03795,HAZEL YOUNG,SR. MANAGER,SALES,SPECIALITY PRODUCTS,FEMALE,BLACK,30,13/08/2017,154624,12885.333333333334,15,Y,23193.6,177817.6,UNITED STATES,AUSTIN
